labor nominee puzder faces uncertainty as confirmation hearing looms,washington  reuters    four u s  republican senators have not yet said whether they will support labor secretary nominee andrew puzder  raising suspense about whether he will survive an initial confirmation hearing this week  the four senators   susan collins of maine  lisa murkowski of alaska  tim scott of south carolina and johnny isakson of georgia   all sit on the senate committee on health  education  labor and pensions  which will on thursday hold the first confirmation hearing for puzder  president donald trump s pick to head the labor department  puzder  the ceo of cke restaurants  which franchises restaurants  including carl s jr  and hardee s  has faced staunch opposition from democrats and protests from union backed groups about policies at cke s food chains  along with now confirmed education secretary betsy devos  he has been one of trump s most controversial cabinet picks  through statements and spokespeople on monday  the four republican senators indicated they have some outstanding questions for puzder but stressed they had not made a final decision  they would not say whether they had specific concerns       if a committee majority backs puzder s nomination  he will come up for a vote before the full  republican controlled senate  where his confirmation could only be derailed if at least three republicans break with their party  puzder s committee hearing has been postponed several times amid delays with his ethics paperwork   fast food worker advocates say they are concerned about his prior criticism of an overtime rule proposed by the obama administration and his opposition to raising the minimum wage to   an hour from the current    rate  puzder s nomination has sparked protests by workers who allege cke has stolen their wages and violated other labor laws at hardee s and carl s jr  locations around the country  puzder has also come under fire for racy restaurant ads featuring bikini clad women eating burgers  and for his admission to previously hiring an undocumented worker  in addition  a non profit group plans to ask a missouri court on tuesday to unseal puzder s divorce records  after the news media reported on old court records in which puzder s ex wife accused him of physical abuse  puzder has denied those allegations  and his ex wife has since retracted them  senate democrats  led by minority leader charles schumer  are expected to vigorously oppose puzder s nomination  and schumer has repeatedly called on puzder to withdraw his name from consideration  but the  senators who caucus with the democrats can only defeat him if they are able to convince three republicans  last week  both collins and murkowski joined with democrats to oppose devos  nomination  but vice president mike pence was called in to break the tie and she was confirmed   i ve had two conversations with mr  puzder  i think there are outstanding questions that i m sure will be delved into at his hearing   collins said in a statement  a spokeswoman for murkowski said the senator  wants to know more  about puzder  while a spokesman for isakson said he is  taking all the facts under consideration before making his decision    a spokeswoman for scott said he has consistently declined to comment on all nominees in advance of their hearing  puzder  meanwhile  has no plans to withdraw his name from consideration  according to his spokesman george thompson   andy is so looking forward to his hearing  he will finally have an opportunity to express his commitment to workers and to businesses and to ensure that folks know his true record for protecting workers and creating jobs   thompson said  ,politicsNews,1,labor nominee puzder faces uncertainty as confirmation hearing looms washington  reuters    four u s  republican senators have not yet said whether they will support labor secretary nominee andrew puzder  raising suspense about whether he will survive an initial confirmation hearing this week  the four senators   susan collins of maine  lisa murkowski of alaska  tim scott of south carolina and johnny isakson of georgia   all sit on the senate committee on health  education  labor and pensions  which will on thursday hold the first confirmation hearing for puzder  president donald trump s pick to head the labor department  puzder  the ceo of cke restaurants  which franchises restaurants  including carl s jr  and hardee s  has faced staunch opposition from democrats and protests from union backed groups about policies at cke s food chains  along with now confirmed education secretary betsy devos  he has been one of trump s most controversial cabinet picks  through statements and spokespeople on monday  the four republican senators indicated they have some outstanding questions for puzder but stressed they had not made a final decision  they would not say whether they had specific concerns       if a committee majority backs puzder s nomination  he will come up for a vote before the full  republican controlled senate  where his confirmation could only be derailed if at least three republicans break with their party  puzder s committee hearing has been postponed several times amid delays with his ethics paperwork   fast food worker advocates say they are concerned about his prior criticism of an overtime rule proposed by the obama administration and his opposition to raising the minimum wage to   an hour from the current    rate  puzder s nomination has sparked protests by workers who allege cke has stolen their wages and violated other labor laws at hardee s and carl s jr  locations around the country  puzder has also come under fire for racy restaurant ads featuring bikini clad women eating burgers  and for his admission to previously hiring an undocumented worker  in addition  a non profit group plans to ask a missouri court on tuesday to unseal puzder s divorce records  after the news media reported on old court records in which puzder s ex wife accused him of physical abuse  puzder has denied those allegations  and his ex wife has since retracted them  senate democrats  led by minority leader charles schumer  are expected to vigorously oppose puzder s nomination  and schumer has repeatedly called on puzder to withdraw his name from consideration  but the  senators who caucus with the democrats can only defeat him if they are able to convince three republicans  last week  both collins and murkowski joined with democrats to oppose devos  nomination  but vice president mike pence was called in to break the tie and she was confirmed   i ve had two conversations with mr  puzder  i think there are outstanding questions that i m sure will be delved into at his hearing   collins said in a statement  a spokeswoman for murkowski said the senator  wants to know more  about puzder  while a spokesman for isakson said he is  taking all the facts under consideration before making his decision    a spokeswoman for scott said he has consistently declined to comment on all nominees in advance of their hearing  puzder  meanwhile  has no plans to withdraw his name from consideration  according to his spokesman george thompson   andy is so looking forward to his hearing  he will finally have an opportunity to express his commitment to workers and to businesses and to ensure that folks know his true record for protecting workers and creating jobs   thompson said  
virginia judge issues new injunction against trump travel ban, reuters    a virginia federal judge on monday issued a preliminary injunction against president donald trump s travel ban on people from seven muslim majority nations  the latest legal setback for the administration   the ruling from u s  district judge leonie brinkema came in response to a request from the commonwealth of virginia  brinkema said the justice department had responded to virginia s injunction request with  no evidence    ,politicsNews,1,virginia judge issues new injunction against trump travel ban  reuters    a virginia federal judge on monday issued a preliminary injunction against president donald trump s travel ban on people from seven muslim majority nations  the latest legal setback for the administration   the ruling from u s  district judge leonie brinkema came in response to a request from the commonwealth of virginia  brinkema said the justice department had responded to virginia s injunction request with  no evidence    
courts likely to probe trump s intent in issuing travel ban,new york  reuters    washington state s attorney general has promised to uncover  what truly motivated  president donald trump s executive order on immigration  an approach that could prompt a rare public examination of how a u s  president makes national security decisions   the presidential order imposed a temporary ban on travelers from seven predominantly muslim countries  but a federal judge has barred enforcement of the order while the court considers a challenge brought by washington state   on thursday  the u s  court of appeals for the  circuit left the judge s ruling in place without deciding the ultimate merits of either side s arguments  in its decision  the  circuit cited a previous case establishing that  circumstantial evidence of intent  including   statements by decisionmakers  may be considered in evaluating whether a governmental action was motivated by a discriminatory purpose    the trump administration has argued that the ban is necessary to prevent potential terrorists from entering the country and is not discriminatory because the text of the order does not mention any particular religion   washington attorney general bob ferguson signaled on sunday that he will move aggressively to obtain written documents and emails authored by administration officials that might contain evidence the order was unconstitutionally biased against muslims or islam  he also said he would also move to depose administration officials  legal scholars say this could move the court into uncharted waters    the idea of looking at motive has never really been applied to the president   said john yoo  a former justice department lawyer in the george w  bush administration        it would represent a serious expansion of judicial oversight of what the president and the entire executive branch does   said yoo  now a professor at the university of california at berkeley school of law   trump has harshly criticized the federal judge in washington for his decision and a top white house aide on sunday accused the  circuit of a  judicial usurpation of power     the president s powers here are beyond question   senior policy adviser stephen miller told fox news sunday  u s  courts have historically been careful about probing the motives behind laws  in part out of respect for the separation of powers between branches of government  but on questions of racial or religious discrimination  they have sometimes allowed intent to be examined   in   for instance  the supreme court found that an ordinance banning animal sacrifice in hialeah  florida  though neutral on its face  was actually intended to discriminate against a santeria church  which holds sacrifice as a sacred rite  stephen griffin  a professor of constitutional law at tulane university  said cases like this make it clear that the court can look beyond the words of trump s executive order   motive is relevant   he said   one question in the current case is likely to be which  if any  of trump s statements should be admissible in examining the administration s motives in issuing the order    if you re allowed to use evidence from the campaign  the state s case is very strong   said  griffin  in december    days after a mass attack by an islamic state sympathizers in san bernardino  california  trump called for  a total and complete shutdown of muslims entering the united states until our representatives can figure out what is going on   he later said he supported only suspending immigration from areas with a history of terrorism  stanford university law school professor michael mcconnell  a former federal appeals judge  said the court should not consider campaign statements  because trump only swore an oath to uphold the constitution after he became president   in its complaint  washington cited an interview the president did on the day the order was signed with the christian broadcasting network  saying he would prioritize christians in the middle east for admission as refugees    legal experts are divided on whether the state s lawyers should be allowed to question the president s advisers   and possibly even the president   in depositions  the white house could potentially claim executive privilege  which protects the president and other officials from subpoena  said thomas lee  an expert in constitutional law at fordham university   anna rose mathieson a partner with the california appellate law group said that one person who might be more easily deposed would be presidential adviser and former new york city mayor rudolph giuliani  who told fox news the president had asked him to put a commission together to figure out how to make a muslim ban legal  david pressman  a partner at boies schiller flexner and former assistant secretary of homeland security in the obama administration  said there are important protections in place so that the executive branch can receive national security advice   you don t want a situation in which courts are adjudicating intelligence that is coming to the executive when trying to formulate policy   said pressman  though in this case  pressman said he did not believe the national security argument for the order was clear  opening the door to further questioning  the next steps in the case are not certain   the trump administration has said it is considering appealing the  circuit ruling to the supreme court  and the  circuit itself might decide to rehear the case with a larger panel of judges  the president has also said he might replace the order with  a brand new  one  which could end the current legal action  ,politicsNews,1,courts likely to probe trump s intent in issuing travel ban new york  reuters    washington state s attorney general has promised to uncover  what truly motivated  president donald trump s executive order on immigration  an approach that could prompt a rare public examination of how a u s  president makes national security decisions   the presidential order imposed a temporary ban on travelers from seven predominantly muslim countries  but a federal judge has barred enforcement of the order while the court considers a challenge brought by washington state   on thursday  the u s  court of appeals for the  circuit left the judge s ruling in place without deciding the ultimate merits of either side s arguments  in its decision  the  circuit cited a previous case establishing that  circumstantial evidence of intent  including   statements by decisionmakers  may be considered in evaluating whether a governmental action was motivated by a discriminatory purpose    the trump administration has argued that the ban is necessary to prevent potential terrorists from entering the country and is not discriminatory because the text of the order does not mention any particular religion   washington attorney general bob ferguson signaled on sunday that he will move aggressively to obtain written documents and emails authored by administration officials that might contain evidence the order was unconstitutionally biased against muslims or islam  he also said he would also move to depose administration officials  legal scholars say this could move the court into uncharted waters    the idea of looking at motive has never really been applied to the president   said john yoo  a former justice department lawyer in the george w  bush administration        it would represent a serious expansion of judicial oversight of what the president and the entire executive branch does   said yoo  now a professor at the university of california at berkeley school of law   trump has harshly criticized the federal judge in washington for his decision and a top white house aide on sunday accused the  circuit of a  judicial usurpation of power     the president s powers here are beyond question   senior policy adviser stephen miller told fox news sunday  u s  courts have historically been careful about probing the motives behind laws  in part out of respect for the separation of powers between branches of government  but on questions of racial or religious discrimination  they have sometimes allowed intent to be examined   in   for instance  the supreme court found that an ordinance banning animal sacrifice in hialeah  florida  though neutral on its face  was actually intended to discriminate against a santeria church  which holds sacrifice as a sacred rite  stephen griffin  a professor of constitutional law at tulane university  said cases like this make it clear that the court can look beyond the words of trump s executive order   motive is relevant   he said   one question in the current case is likely to be which  if any  of trump s statements should be admissible in examining the administration s motives in issuing the order    if you re allowed to use evidence from the campaign  the state s case is very strong   said  griffin  in december    days after a mass attack by an islamic state sympathizers in san bernardino  california  trump called for  a total and complete shutdown of muslims entering the united states until our representatives can figure out what is going on   he later said he supported only suspending immigration from areas with a history of terrorism  stanford university law school professor michael mcconnell  a former federal appeals judge  said the court should not consider campaign statements  because trump only swore an oath to uphold the constitution after he became president   in its complaint  washington cited an interview the president did on the day the order was signed with the christian broadcasting network  saying he would prioritize christians in the middle east for admission as refugees    legal experts are divided on whether the state s lawyers should be allowed to question the president s advisers   and possibly even the president   in depositions  the white house could potentially claim executive privilege  which protects the president and other officials from subpoena  said thomas lee  an expert in constitutional law at fordham university   anna rose mathieson a partner with the california appellate law group said that one person who might be more easily deposed would be presidential adviser and former new york city mayor rudolph giuliani  who told fox news the president had asked him to put a commission together to figure out how to make a muslim ban legal  david pressman  a partner at boies schiller flexner and former assistant secretary of homeland security in the obama administration  said there are important protections in place so that the executive branch can receive national security advice   you don t want a situation in which courts are adjudicating intelligence that is coming to the executive when trying to formulate policy   said pressman  though in this case  pressman said he did not believe the national security argument for the order was clear  opening the door to further questioning  the next steps in the case are not certain   the trump administration has said it is considering appealing the  circuit ruling to the supreme court  and the  circuit itself might decide to rehear the case with a larger panel of judges  the president has also said he might replace the order with  a brand new  one  which could end the current legal action  
the trump presidency on feb   at   p m  est, reuters    highlights of the day for u s  president donald trump s administration on monday  trump says the united states will be  tweaking  its trade relationship with canada  stopping short of calling for a major realignment in a development likely to please visiting canadian prime minister justin trudeau  trump is evaluating the situation surrounding u s  national security adviser michael flynn over his russian contacts  trump s spokesman says  pointedly declining to make a public show of support for the aide  the u s  senate votes to confirm former banker and hollywood financier steven mnuchin as treasury secretary  installing the trump administration s point man on tax reform  financial deregulation and economic diplomacy efforts  a u s  federal judge rejects a justice department request to suspend seattle courtroom proceedings over trump s temporary travel ban from seven muslim majority countries until an appeals court has fully reviewed it  benjamin netanyahu opposes a palestinian state  a senior israeli cabinet member says  but leaves it unclear whether the prime minister would say that publicly in talks with trump in washington this week  trump says north korea is a  big  big problem  and that he will deal with it  very strongly  after that country said it successfully test fired a new type of ballistic missile  japanese prime minister shinzo abe  fresh from a visit with trump  says the u s  stance toward north korea is likely to become tougher  china s foreign ministry is concerned that japan has received continued u s  backing for its dispute with beijing over islands in the east china sea during a meeting between trump and abe  a congressional tax oversight committee will not seek trump s tax returns  despite calls from democrats for a review to determine possible business ties to foreign countries including russia  the panel s republican chairman says  u s  equity indexes hit record highs  with the benchmark s p  s market value topping   trillion as investors bet tax cuts promised by trump will boost the economy    the kremlin says there is talk of a possible meeting between trump and president vladimir putin before a  summit in july  but there is nothing specific on this so far  ,politicsNews,1,the trump presidency on feb   at   p m  est  reuters    highlights of the day for u s  president donald trump s administration on monday  trump says the united states will be  tweaking  its trade relationship with canada  stopping short of calling for a major realignment in a development likely to please visiting canadian prime minister justin trudeau  trump is evaluating the situation surrounding u s  national security adviser michael flynn over his russian contacts  trump s spokesman says  pointedly declining to make a public show of support for the aide  the u s  senate votes to confirm former banker and hollywood financier steven mnuchin as treasury secretary  installing the trump administration s point man on tax reform  financial deregulation and economic diplomacy efforts  a u s  federal judge rejects a justice department request to suspend seattle courtroom proceedings over trump s temporary travel ban from seven muslim majority countries until an appeals court has fully reviewed it  benjamin netanyahu opposes a palestinian state  a senior israeli cabinet member says  but leaves it unclear whether the prime minister would say that publicly in talks with trump in washington this week  trump says north korea is a  big  big problem  and that he will deal with it  very strongly  after that country said it successfully test fired a new type of ballistic missile  japanese prime minister shinzo abe  fresh from a visit with trump  says the u s  stance toward north korea is likely to become tougher  china s foreign ministry is concerned that japan has received continued u s  backing for its dispute with beijing over islands in the east china sea during a meeting between trump and abe  a congressional tax oversight committee will not seek trump s tax returns  despite calls from democrats for a review to determine possible business ties to foreign countries including russia  the panel s republican chairman says  u s  equity indexes hit record highs  with the benchmark s p  s market value topping   trillion as investors bet tax cuts promised by trump will boost the economy    the kremlin says there is talk of a possible meeting between trump and president vladimir putin before a  summit in july  but there is nothing specific on this so far  
senate confirms mnuchin as treasury secretary,washington  reuters    the u s  senate on monday voted to confirm former goldman sachs banker steven mnuchin as treasury secretary  installing the trump administration s point man on tax reform  financial deregulation and economic diplomacy efforts  the senate voted   in a largely party line vote to approve the nomination  senator joe manchin of west virginia was the only democrat to vote in favor of mnuchin  ,politicsNews,1,senate confirms mnuchin as treasury secretary washington  reuters    the u s  senate on monday voted to confirm former goldman sachs banker steven mnuchin as treasury secretary  installing the trump administration s point man on tax reform  financial deregulation and economic diplomacy efforts  the senate voted   in a largely party line vote to approve the nomination  senator joe manchin of west virginia was the only democrat to vote in favor of mnuchin  
seattle judge says trump travel ban case should continue during appeals,seattle  reuters    a u s  federal judge on monday said courtroom proceedings over president donald trump s travel ban should continue in seattle during an ongoing appeals court review  at a hearing  u s  district judge james robart in seattle said he was not prepared to slow down the case  robart directed attorneys for the u s  justice department and washington state s attorney general to prepare for further proceedings in seattle  ,politicsNews,1,seattle judge says trump travel ban case should continue during appeals seattle  reuters    a u s  federal judge on monday said courtroom proceedings over president donald trump s travel ban should continue in seattle during an ongoing appeals court review  at a hearing  u s  district judge james robart in seattle said he was not prepared to slow down the case  robart directed attorneys for the u s  justice department and washington state s attorney general to prepare for further proceedings in seattle  
trump expects only  tweaking  of trade relationship with canada,washington  reuters    president donald trump said on monday the united states would be  tweaking  its trade relationship with canada  stopping short of calling for a major realignment in a development likely to please visiting canadian prime minister justin trudeau  trump has pledged to renegotiate the north american free trade agreement nafta  linking the economies of the united states  mexico and canada to make the terms more favorable to americans  at a joint news conference with trudeau after white house talks  trump said his biggest concern with nafta was the u s  trade relationship with mexico  which he has frequently accused of stealing american jobs   we have a very outstanding trade relationship with canada  we ll be tweaking it   trump said   it s a much less severe situation than what s taking place on the southern border  on the southern border  for many  many years the transaction was not fair to the united states   he said  trump said the united states and canada were stronger when they joined forces in matters of international commerce  and both countries benefited from having more jobs and trade in north america   we should coordinate closely   and we will coordinate closely   to protect jobs in our hemisphere and keep wealth on our continent  and to keep everyone safe   trump said  trudeau carefully steered around questions about the canadian trade relationship with the united states in what was his first meeting with the new president  he said he expected each country to always remain each other s most essential partner   there have been times where we have differed in our approaches and that s always been done firmly and respectfully  the last thing canadians expect is for me to come down and lecture another country on how they choose to govern themselves   trudeau said  trump s vow to renegotiate nafta has unnerved canadian officials  even though he has singled out mexico in his criticism of the free trade deal  canada sends  percent of its exports to the united states  canadians have become more supportive of nafta since trump s election victory on nov    a poll from the angus reid institute showed on monday  forty four percent of the   surveyed said nafta had benefited canada  up from  percent from a poll last june  trudeau  when asked about canadian firms  concerns about possible changes to nafta  said   it is a real concern for many canadians because we know our economy is very dependent on our relationship with the united states   goods and services do cross the border each day   we have to allow this free flow of goods and services and we have to be aware of the integration of our economies   trudeau had a strong rapport with former democratic president barack obama  prompting pundits to describe their relationship as a  bromance   soon after trump put a hold on allowing refugees into the united states and temporarily banned travelers from seven muslim majority countries in an executive order on jan    citing the need to head off attacks by islamist militants  the canadian prime minister took to twitter to say refugees were welcome in canada  analysts said trudeau  who has strong incentives to build a relationship with trump given rising anti trade sentiment  is bound to be happy with the first meeting   i thought it was a huge  huge win  the worst case scenario is we wound up with an australia moment  when a relationship that should be on solid ground takes a bad turn   said carlo dade  director of the center for trade and investment policy at the canada west foundation   instead  we actually got an endorsement of north american jobs  of canada u s  jobs  working together  no  america first    just the opposite   he added  details about a tense telephone call late last month between trump and australian prime minister malcolm turnbull had created wariness  the washington post  citing unidentified senior u s  officials  said trump abruptly ended a phone call with turnbull  even though australia has long been a staunch u s  ally   david wilkins  former u s  ambassador to canada  said the priority of the meeting was to set a positive tone  and that was accomplished   the president s comment on the economy and creating jobs together was a very positive sign for canadians  especially those that had been concerned about the trading relationship   said wilkins   i think it was a win win for both countries   ,politicsNews,1,trump expects only  tweaking  of trade relationship with canada washington  reuters    president donald trump said on monday the united states would be  tweaking  its trade relationship with canada  stopping short of calling for a major realignment in a development likely to please visiting canadian prime minister justin trudeau  trump has pledged to renegotiate the north american free trade agreement nafta  linking the economies of the united states  mexico and canada to make the terms more favorable to americans  at a joint news conference with trudeau after white house talks  trump said his biggest concern with nafta was the u s  trade relationship with mexico  which he has frequently accused of stealing american jobs   we have a very outstanding trade relationship with canada  we ll be tweaking it   trump said   it s a much less severe situation than what s taking place on the southern border  on the southern border  for many  many years the transaction was not fair to the united states   he said  trump said the united states and canada were stronger when they joined forces in matters of international commerce  and both countries benefited from having more jobs and trade in north america   we should coordinate closely   and we will coordinate closely   to protect jobs in our hemisphere and keep wealth on our continent  and to keep everyone safe   trump said  trudeau carefully steered around questions about the canadian trade relationship with the united states in what was his first meeting with the new president  he said he expected each country to always remain each other s most essential partner   there have been times where we have differed in our approaches and that s always been done firmly and respectfully  the last thing canadians expect is for me to come down and lecture another country on how they choose to govern themselves   trudeau said  trump s vow to renegotiate nafta has unnerved canadian officials  even though he has singled out mexico in his criticism of the free trade deal  canada sends  percent of its exports to the united states  canadians have become more supportive of nafta since trump s election victory on nov    a poll from the angus reid institute showed on monday  forty four percent of the   surveyed said nafta had benefited canada  up from  percent from a poll last june  trudeau  when asked about canadian firms  concerns about possible changes to nafta  said   it is a real concern for many canadians because we know our economy is very dependent on our relationship with the united states   goods and services do cross the border each day   we have to allow this free flow of goods and services and we have to be aware of the integration of our economies   trudeau had a strong rapport with former democratic president barack obama  prompting pundits to describe their relationship as a  bromance   soon after trump put a hold on allowing refugees into the united states and temporarily banned travelers from seven muslim majority countries in an executive order on jan    citing the need to head off attacks by islamist militants  the canadian prime minister took to twitter to say refugees were welcome in canada  analysts said trudeau  who has strong incentives to build a relationship with trump given rising anti trade sentiment  is bound to be happy with the first meeting   i thought it was a huge  huge win  the worst case scenario is we wound up with an australia moment  when a relationship that should be on solid ground takes a bad turn   said carlo dade  director of the center for trade and investment policy at the canada west foundation   instead  we actually got an endorsement of north american jobs  of canada u s  jobs  working together  no  america first    just the opposite   he added  details about a tense telephone call late last month between trump and australian prime minister malcolm turnbull had created wariness  the washington post  citing unidentified senior u s  officials  said trump abruptly ended a phone call with turnbull  even though australia has long been a staunch u s  ally   david wilkins  former u s  ambassador to canada  said the priority of the meeting was to set a positive tone  and that was accomplished   the president s comment on the economy and creating jobs together was a very positive sign for canadians  especially those that had been concerned about the trading relationship   said wilkins   i think it was a win win for both countries   
trump evaluating national security adviser flynn s situation  white house,washington  reuters    president donald trump is evaluating the situation surrounding u s  national security adviser michael flynn and is speaking to vice president mike pence about it  white house spokesman sean spicer told reporters on monday  spicer s statement  read to reporters  left flynn s status in doubt  trump adviser kellyanne conway had said an hour earlier that flynn had the full confidence of the president  ,politicsNews,1,trump evaluating national security adviser flynn s situation  white house washington  reuters    president donald trump is evaluating the situation surrounding u s  national security adviser michael flynn and is speaking to vice president mike pence about it  white house spokesman sean spicer told reporters on monday  spicer s statement  read to reporters  left flynn s status in doubt  trump adviser kellyanne conway had said an hour earlier that flynn had the full confidence of the president  
burlington to drop ivanka trump brand online  business insider, reuters    burlington stores inc joined other retailers  including nordstrom inc  in deciding not to sell products of ivanka trump s brand online  news website business insider reported  burlington will no longer stock the brand s accessories and clothing online  according to the report  but it was unclear if the off price retailer would sell the products in its stores   burlington and ivanka trump s representatives were not immediately available for comment  earlier this month  nordstrom said it would stop carrying ivanka trump s apparel because of falling sales  pushing president donald trump to defend his daughter on twitter by saying she was treated  unfairly  by the retailer  neiman marcus  has also said it would not sell ivanka trump s jewelry line while tjx cos inc told its employees to dump any signs related to the brand  hsn inc has stopped selling trump home products  but still sells trump presidential memorabilia  sears holdings and its unit  kmart  had also removed  trump home items from their online product offerings to focus on more profitable items this month  ,politicsNews,1,burlington to drop ivanka trump brand online  business insider  reuters    burlington stores inc joined other retailers  including nordstrom inc  in deciding not to sell products of ivanka trump s brand online  news website business insider reported  burlington will no longer stock the brand s accessories and clothing online  according to the report  but it was unclear if the off price retailer would sell the products in its stores   burlington and ivanka trump s representatives were not immediately available for comment  earlier this month  nordstrom said it would stop carrying ivanka trump s apparel because of falling sales  pushing president donald trump to defend his daughter on twitter by saying she was treated  unfairly  by the retailer  neiman marcus  has also said it would not sell ivanka trump s jewelry line while tjx cos inc told its employees to dump any signs related to the brand  hsn inc has stopped selling trump home products  but still sells trump presidential memorabilia  sears holdings and its unit  kmart  had also removed  trump home items from their online product offerings to focus on more profitable items this month  
kremlin says putin trump meeting possible before july,moscow  reuters    the kremlin said on monday there was talk of a possible meeting between president vladimir putin and u s  president donald trump taking place before a  summit in july  but there was nothing specific to report so far  the two men have never met  but both have said they want to try to mend battered u s  russia ties  which fell to their lowest level since the cold war after moscow s  annexation of ukraine s crimea  the new u s  administration is under pressure over russia however because michael flynn  trump s national security adviser  is struggling to get past a controversy over a call he had with the russian ambassador to the united states sergei kislyak before trump took office    top white house officials have been reviewing over the weekend flynn s contacts and whether he discussed the possibility of lifting u s  sanctions on russia once trump took office  which could potentially be in violation of a law banning private citizens from engaging in foreign policy  when asked about it on monday  kremlin spokesman dmitry peskov told a conference call with reporters that flynn and kislyak had not discussed lifting sanctions on moscow   obviously every ambassador informs the center  moscow  about all the contacts he has so the information gets to us  but we are not willing to comment on internal discussions being held in washington   peskov said  asked if there had been talks between any russian and u s  representatives on easing sanctions  peskov said   we have already said there have not been any  such talks    ,politicsNews,1,kremlin says putin trump meeting possible before july moscow  reuters    the kremlin said on monday there was talk of a possible meeting between president vladimir putin and u s  president donald trump taking place before a  summit in july  but there was nothing specific to report so far  the two men have never met  but both have said they want to try to mend battered u s  russia ties  which fell to their lowest level since the cold war after moscow s  annexation of ukraine s crimea  the new u s  administration is under pressure over russia however because michael flynn  trump s national security adviser  is struggling to get past a controversy over a call he had with the russian ambassador to the united states sergei kislyak before trump took office    top white house officials have been reviewing over the weekend flynn s contacts and whether he discussed the possibility of lifting u s  sanctions on russia once trump took office  which could potentially be in violation of a law banning private citizens from engaging in foreign policy  when asked about it on monday  kremlin spokesman dmitry peskov told a conference call with reporters that flynn and kislyak had not discussed lifting sanctions on moscow   obviously every ambassador informs the center  moscow  about all the contacts he has so the information gets to us  but we are not willing to comment on internal discussions being held in washington   peskov said  asked if there had been talks between any russian and u s  representatives on easing sanctions  peskov said   we have already said there have not been any  such talks    
