u s  senator expands opioid probe to distributors  drugmakers, reuters    u s  democratic senator claire mccaskill on thursday expanded an investigation into the causes of the opioid crisis plaguing the country  seeking information from four more drugmakers and three drug distributors  the top ranking democrat on the senate homeland security and governmental affairs committee is focusing on the distribution of opioids and the efforts companies made to report and investigate the diversion of drugs for illicit use  the investigation comes at a time when lawmakers and regulators take steps to combat the epidemic of opioid addiction  with  americans dying everyday as a result of overdose  according to the u s  centers for disease control and prevention       mccaskill requested for documents and information from opioid manufacturers mallinckrodt plc  endo international plc  teva pharmaceutical and allergan plc  in march  mccaskill asked johnson   johnson  mylan nv  purdue pharma  insys therapeutics inc and depomed inc for internal estimates of the risk of abuse  addiction and overdose of opioids  the senator also sent a request to mckesson corp  amerisourcebergen corp and cardinal health inc  focusing on their distribution of opioid products   mccaskill also requested for information on compensation provided that is in any way derived from revenue or profitability targets for sales of opioid products   we appreciate senator mccaskill s inquiry and look forward to thoughtfully answering her questions   a mckesson spokeswoman said in an email  adding that there was no link between the sale of controlled substances and incentive compensation for the company s executives       amerisourcebergen said it would respond to the letter from the senator  adding it provides daily reports to the regulators about the quantity  type and receiving pharmacy of every single order of controlled substances it distributes  endo said it received the letter and would provide the senator with the requested information  allergan said it is working with the senator s office to provide the requested information  the company also said its two branded opioid products   norco and kadian   account for   percent or less of all opioids prescribed in the united states  israel based teva in an email said it is committed to the  appropriate use of opioids and responsible pain management   mallinckrodt confirmed receipt of senator mccaskill s request for information  adding it has previously met with and provided information to her staff and would continue working with her office  the company noted it manufactures  only generic and non promoted branded opioids   cardinal health declined to comment  ,politicsNews,1,u s  senator expands opioid probe to distributors  drugmakers  reuters    u s  democratic senator claire mccaskill on thursday expanded an investigation into the causes of the opioid crisis plaguing the country  seeking information from four more drugmakers and three drug distributors  the top ranking democrat on the senate homeland security and governmental affairs committee is focusing on the distribution of opioids and the efforts companies made to report and investigate the diversion of drugs for illicit use  the investigation comes at a time when lawmakers and regulators take steps to combat the epidemic of opioid addiction  with  americans dying everyday as a result of overdose  according to the u s  centers for disease control and prevention       mccaskill requested for documents and information from opioid manufacturers mallinckrodt plc  endo international plc  teva pharmaceutical and allergan plc  in march  mccaskill asked johnson   johnson  mylan nv  purdue pharma  insys therapeutics inc and depomed inc for internal estimates of the risk of abuse  addiction and overdose of opioids  the senator also sent a request to mckesson corp  amerisourcebergen corp and cardinal health inc  focusing on their distribution of opioid products   mccaskill also requested for information on compensation provided that is in any way derived from revenue or profitability targets for sales of opioid products   we appreciate senator mccaskill s inquiry and look forward to thoughtfully answering her questions   a mckesson spokeswoman said in an email  adding that there was no link between the sale of controlled substances and incentive compensation for the company s executives       amerisourcebergen said it would respond to the letter from the senator  adding it provides daily reports to the regulators about the quantity  type and receiving pharmacy of every single order of controlled substances it distributes  endo said it received the letter and would provide the senator with the requested information  allergan said it is working with the senator s office to provide the requested information  the company also said its two branded opioid products   norco and kadian   account for   percent or less of all opioids prescribed in the united states  israel based teva in an email said it is committed to the  appropriate use of opioids and responsible pain management   mallinckrodt confirmed receipt of senator mccaskill s request for information  adding it has previously met with and provided information to her staff and would continue working with her office  the company noted it manufactures  only generic and non promoted branded opioids   cardinal health declined to comment  
boy scouts of america apologizes for trump s  political rhetoric ,new york  reuters    the head of the boy scouts of america apologized to members of the youth organization on thursday for the  political rhetoric that was inserted  into its national gathering this week by u s  president donald trump   i want to extend my sincere apologies to those in our scouting family who were offended by the political rhetoric that was inserted into the jamboree   michael surbaugh wrote in an open letter published on the scouts  website   that was never our intent   he said that every u s  president  who serves as the scouts  honorary president  has been invited to speak at the national jamborees held every four years since   but that the scouts were nonetheless  steadfastly  non partisan    we sincerely regret that politics were inserted into the scouting program   surbaugh wrote  he said there were   participants  including boy scouts  volunteers  staff and visitors  trump  a republican  started his speech before thousands of boys aged  to  in a west virginia field on monday evening lauding hard work and perseverance  then quickly turned to partisan attacks and ridicule of  fake media   he attacked democratic rivals  lambasted the current healthcare law and reminisced about a cocktail party he went to decades ago filled with  the hottest people in new york   trump s speech drew intense criticism from former scouts  parents of scouts and others  with many saying the speech was not in keeping with scout values and inappropriate  while many scouting families expressed outrage  a few said the reaction was overblown  arguing that exposure to political speech in all forms was an important part of a scout s development  white house spokeswoman sarah sanders said she had not seen surbaugh s letter of apology  and said she attended the event   i saw nothing but roughly   to   boy scouts cheering the president on throughout his remarks and i think they were pretty excited that he was there   sanders said  ,politicsNews,1,boy scouts of america apologizes for trump s  political rhetoric  new york  reuters    the head of the boy scouts of america apologized to members of the youth organization on thursday for the  political rhetoric that was inserted  into its national gathering this week by u s  president donald trump   i want to extend my sincere apologies to those in our scouting family who were offended by the political rhetoric that was inserted into the jamboree   michael surbaugh wrote in an open letter published on the scouts  website   that was never our intent   he said that every u s  president  who serves as the scouts  honorary president  has been invited to speak at the national jamborees held every four years since   but that the scouts were nonetheless  steadfastly  non partisan    we sincerely regret that politics were inserted into the scouting program   surbaugh wrote  he said there were   participants  including boy scouts  volunteers  staff and visitors  trump  a republican  started his speech before thousands of boys aged  to  in a west virginia field on monday evening lauding hard work and perseverance  then quickly turned to partisan attacks and ridicule of  fake media   he attacked democratic rivals  lambasted the current healthcare law and reminisced about a cocktail party he went to decades ago filled with  the hottest people in new york   trump s speech drew intense criticism from former scouts  parents of scouts and others  with many saying the speech was not in keeping with scout values and inappropriate  while many scouting families expressed outrage  a few said the reaction was overblown  arguing that exposure to political speech in all forms was an important part of a scout s development  white house spokeswoman sarah sanders said she had not seen surbaugh s letter of apology  and said she attended the event   i saw nothing but roughly   to   boy scouts cheering the president on throughout his remarks and i think they were pretty excited that he was there   sanders said  
 what happened   clinton memoir looks at  election  russia  sexism,new york  reuters    hillary clinton s memoir about her failed attempt to win last year s u s  presidential election will be called  what happened   a declaration rather than a question  her publisher said in the run up to its september  release   among the things the democratic nominee will say happened are sexism against the first woman to be the presidential candidate for a major u s  party and  an unprecedented assault on our democracy by a foreign adversary   according to  publicity material from the publisher  simon and schuster   staff in clinton s campaign and at democratic party headquarters saw thousands of their internal emails stolen and published online last year  u s  intelligence agencies have said that russian intelligence agencies stole the emails as part of an effort by russian president vladimir putin to foil clinton s chances of becoming president   putin has denied the charges  and u s  president donald trump has expressed doubt about the conclusion of intelligence agencies he oversees  in a tweet on thursday  clinton said   writing  what happened  was hard  so is what we see every day  as we move forward   fight back  i hope this helps    clinton has at times faced intense scrutiny by the media and political opponents for more than  years since her husband  bill clinton  successfully sought the u s  presidency in    in the past  for reasons i try to explain  i ve often felt i had to be careful in public  like i was up on a wire without a net   clinton wrote in the book s introduction   now i m letting my guard down    despite polls showing the former secretary of state was expected to triumph in the election last november  clinton won only  electoral college votes to trump s   she won the popular vote by about   million votes  since then  she has made a handful of speeches and public appearances while working on the book  in april  she told the women in the world summit in new york city that she had no intention of running for another public office and that she was writing a book that  in part  delves into what derailed her attempt to become america s first woman president   for people who are interested in this  the nearly  million people who voted for me  i want to give as clear and as credible an explanation as i can   she said  clinton has also faulted the manner in which the federal bureau of investigation  under director james comey  investigated how she managed her email  some of which involved classified information  when she was secretary of state   chuck schumer  the senate minority leader  told the washington post last week   when you lose to somebody who has  percent popularity  you don t blame other things   comey  russia  you blame yourself    clinton and trump were the most unpopular u s  presidential candidates in modern polling history  ,politicsNews,1, what happened   clinton memoir looks at  election  russia  sexism new york  reuters    hillary clinton s memoir about her failed attempt to win last year s u s  presidential election will be called  what happened   a declaration rather than a question  her publisher said in the run up to its september  release   among the things the democratic nominee will say happened are sexism against the first woman to be the presidential candidate for a major u s  party and  an unprecedented assault on our democracy by a foreign adversary   according to  publicity material from the publisher  simon and schuster   staff in clinton s campaign and at democratic party headquarters saw thousands of their internal emails stolen and published online last year  u s  intelligence agencies have said that russian intelligence agencies stole the emails as part of an effort by russian president vladimir putin to foil clinton s chances of becoming president   putin has denied the charges  and u s  president donald trump has expressed doubt about the conclusion of intelligence agencies he oversees  in a tweet on thursday  clinton said   writing  what happened  was hard  so is what we see every day  as we move forward   fight back  i hope this helps    clinton has at times faced intense scrutiny by the media and political opponents for more than  years since her husband  bill clinton  successfully sought the u s  presidency in    in the past  for reasons i try to explain  i ve often felt i had to be careful in public  like i was up on a wire without a net   clinton wrote in the book s introduction   now i m letting my guard down    despite polls showing the former secretary of state was expected to triumph in the election last november  clinton won only  electoral college votes to trump s   she won the popular vote by about   million votes  since then  she has made a handful of speeches and public appearances while working on the book  in april  she told the women in the world summit in new york city that she had no intention of running for another public office and that she was writing a book that  in part  delves into what derailed her attempt to become america s first woman president   for people who are interested in this  the nearly  million people who voted for me  i want to give as clear and as credible an explanation as i can   she said  clinton has also faulted the manner in which the federal bureau of investigation  under director james comey  investigated how she managed her email  some of which involved classified information  when she was secretary of state   chuck schumer  the senate minority leader  told the washington post last week   when you lose to somebody who has  percent popularity  you don t blame other things   comey  russia  you blame yourself    clinton and trump were the most unpopular u s  presidential candidates in modern polling history  
trump s  america first  push not protectionist  ups ceo,seattle  reuters    republican u s  president donald trump s efforts to renegotiate or scrap longstanding global trade deals are not protectionist and are more focused on winning better terms for american businesses  the top executive of united parcel service  ups n  said on thursday   i have to tell you  we don t consider what we are hearing from the president as protectionist   chief executive officer david abney told reuters in a phone interview after the world s largest package delivery company reported a higher than expected second quarter net profit   protectionist would be  we don t want trade agreements  and just try to protect the u s  in that regard   he added   it s much more about having more favorable terms than it is about protectionism   abney s remarks come as the trump administration nears the august  start of talks with mexico and canada to renegotiate the north american free trade agreement  nafta   trump has repeatedly called the  trade treaty a  disaster  that has shuttered u s  factories and sent american jobs to mexico  ups has been expanding its services into mexico  ahead of nafta negotiations  abney said ups has told the trump administration it wants to  take friction  out of border crossings to speed them up and modernize the agreement with language about ecommerce   i d be more worried if there were no changes to the deal   he said  adding that nafta needs to be modernized   we believe that we ve been listened to    in a conference call with analysts earlier on thursday  abney praised a free trade pact japan and the european union concluded in early july creating the world s biggest open economic area  the ceo also reiterated ups  previous strong support for the trans pacific partnership  tpp  and a desire to see the u s  enter into trade agreements with its member countries   the japan eu trade deal was interpreted as signaling resistance to what many world leaders see protectionism by trump  on the campaign trail and in the white house  trump has championed  america first  policy positions on trade  promising new or revised deals to boost american manufacturing   in january  shortly after taking office  trump formally withdrew america from the tpp  the  nation trade deal was negotiated by former democratic president barack obama s administration  ups on thursday reported a higher than expected quarterly net profit due to rising ecommerce deliveries even as investors worried about the company s performance in the back half of the year and shares fell   percent     ,politicsNews,1,trump s  america first  push not protectionist  ups ceo seattle  reuters    republican u s  president donald trump s efforts to renegotiate or scrap longstanding global trade deals are not protectionist and are more focused on winning better terms for american businesses  the top executive of united parcel service  ups n  said on thursday   i have to tell you  we don t consider what we are hearing from the president as protectionist   chief executive officer david abney told reuters in a phone interview after the world s largest package delivery company reported a higher than expected second quarter net profit   protectionist would be  we don t want trade agreements  and just try to protect the u s  in that regard   he added   it s much more about having more favorable terms than it is about protectionism   abney s remarks come as the trump administration nears the august  start of talks with mexico and canada to renegotiate the north american free trade agreement  nafta   trump has repeatedly called the  trade treaty a  disaster  that has shuttered u s  factories and sent american jobs to mexico  ups has been expanding its services into mexico  ahead of nafta negotiations  abney said ups has told the trump administration it wants to  take friction  out of border crossings to speed them up and modernize the agreement with language about ecommerce   i d be more worried if there were no changes to the deal   he said  adding that nafta needs to be modernized   we believe that we ve been listened to    in a conference call with analysts earlier on thursday  abney praised a free trade pact japan and the european union concluded in early july creating the world s biggest open economic area  the ceo also reiterated ups  previous strong support for the trans pacific partnership  tpp  and a desire to see the u s  enter into trade agreements with its member countries   the japan eu trade deal was interpreted as signaling resistance to what many world leaders see protectionism by trump  on the campaign trail and in the white house  trump has championed  america first  policy positions on trade  promising new or revised deals to boost american manufacturing   in january  shortly after taking office  trump formally withdrew america from the tpp  the  nation trade deal was negotiated by former democratic president barack obama s administration  ups on thursday reported a higher than expected quarterly net profit due to rising ecommerce deliveries even as investors worried about the company s performance in the back half of the year and shares fell   percent     
white house says making  a lot of progress  on tax reform,washington  reuters    the white house said on thursday a lot of progress was being made on tax reform after the  big six  republican tax negotiators made up of administration officials and congressional leaders issued a statement on preparations for a tax reform bill   we re making a lot of progress on this front   white house press secretary sarah sanders said at a news briefing  she singled out  simplification   relief for the middle class and dropping the proposal for a border adjustment tax  ,politicsNews,1,white house says making  a lot of progress  on tax reform washington  reuters    the white house said on thursday a lot of progress was being made on tax reform after the  big six  republican tax negotiators made up of administration officials and congressional leaders issued a statement on preparations for a tax reform bill   we re making a lot of progress on this front   white house press secretary sarah sanders said at a news briefing  she singled out  simplification   relief for the middle class and dropping the proposal for a border adjustment tax  
middle east adviser departs trump s national security council,washington  reuters    a top adviser on middle east issues to u s  president donald trump left the national security council on thursday as the white house grapples with internal divisions as well as major policy issues involving syria  iran and iraq  the weekly standard magazine was first to report the departure of derek harvey  a retired army colonel and intelligence officer who served in iraq and afghanistan  the magazine said harvey was fired  michael anton  a spokesman for nsc director h r  mcmaster  confirmed harvey s departure   general mcmaster greatly appreciates derek harvey s service to his country as a career army officer  where he served his country bravely in the field and played a crucial role in the successful surge in iraq  and also for his service on capitol hill and in the trump administration   anton said   the administration is working with colonel harvey to identify positions in which his background and expertise can be best utilized   anton said in a statement  providing no further details  in a separate statement  harvey said he left the nsc to  take advantage of a new opportunity to continue serving  trump  but he did not indicate that he was offered any particular post  harvey praised the top administration officials and the nsc staffers with whom he worked  and added that he looked  forward to shouldering greater responsibilities in support of the president   ,politicsNews,1,middle east adviser departs trump s national security council washington  reuters    a top adviser on middle east issues to u s  president donald trump left the national security council on thursday as the white house grapples with internal divisions as well as major policy issues involving syria  iran and iraq  the weekly standard magazine was first to report the departure of derek harvey  a retired army colonel and intelligence officer who served in iraq and afghanistan  the magazine said harvey was fired  michael anton  a spokesman for nsc director h r  mcmaster  confirmed harvey s departure   general mcmaster greatly appreciates derek harvey s service to his country as a career army officer  where he served his country bravely in the field and played a crucial role in the successful surge in iraq  and also for his service on capitol hill and in the trump administration   anton said   the administration is working with colonel harvey to identify positions in which his background and expertise can be best utilized   anton said in a statement  providing no further details  in a separate statement  harvey said he left the nsc to  take advantage of a new opportunity to continue serving  trump  but he did not indicate that he was offered any particular post  harvey praised the top administration officials and the nsc staffers with whom he worked  and added that he looked  forward to shouldering greater responsibilities in support of the president   
house panel approves legislation to speed deployment of self driving cars,washington  reuters    an influential u s  house committee on thursday approved a revised bipartisan bill on a   vote that would speed the deployment of self driving cars without human controls and bar states from blocking autonomous vehicles  the bill would allow automakers to obtain exemptions to deploy up to   vehicles without meeting existing auto safety standards in the first year  a cap that would rise to   vehicles annually over three years   automakers and technology companies believe chances are good congress will approve legislation before year end  they have been pushing for regulations making it easier to deploy self driving technology  while consumer groups have sought more safeguards  current federal rules bar self driving cars without human controls on u s  roads and automakers think proposed state rules in california are too restrictive   the measure  the first significant federal legislation aimed at speeding self driving cars to market  would require automakers to submit safety assessment reports to regulators  but would not require pre market approval of advanced vehicle technologies  the house of representatives will take up the bill when it reconvenes in september  while senators plan to introduce a separate similar measure   our aim was to develop a regulatory structure that allows for industry to safely innovate with significant government oversight   said representative greg walden  who chairs the house energy and commerce committee  initially  authors proposed to allow automakers and others to sell up to   vehicles immediately  representative frank pallone said the phase in period was essential so  millions of exempted cars will not hit our roads all at once   manufacturers must demonstrate self driving cars winning exemptions are at least as safe as existing vehicles  under the house proposal  states could still set rules on registration  licensing  liability  insurance and safety inspections  but could not set self driving car performance standards  automakers praised committee passage  while consumer watchdog privacy director john simpson said preempting state laws  leaves us at the mercy of manufacturers as they use our public highways as their private laboratories   general motors co  gm n   alphabet inc  googl o   tesla inc  tsla o   volkswagen ag  vowgp de  and others have been lobbying for legislation to speed deployment of self driving cars  consumer advocates want more changes  including giving the national highway traffic safety administration quicker access to crash data and more funding to oversee self driving cars  the issue has taken on new urgency since u s  road deaths rose   percent in   the highest annual jump since   automakers say that without changes in regulations  u s  self driving car testing could move to europe and elsewhere  ,politicsNews,1,house panel approves legislation to speed deployment of self driving cars washington  reuters    an influential u s  house committee on thursday approved a revised bipartisan bill on a   vote that would speed the deployment of self driving cars without human controls and bar states from blocking autonomous vehicles  the bill would allow automakers to obtain exemptions to deploy up to   vehicles without meeting existing auto safety standards in the first year  a cap that would rise to   vehicles annually over three years   automakers and technology companies believe chances are good congress will approve legislation before year end  they have been pushing for regulations making it easier to deploy self driving technology  while consumer groups have sought more safeguards  current federal rules bar self driving cars without human controls on u s  roads and automakers think proposed state rules in california are too restrictive   the measure  the first significant federal legislation aimed at speeding self driving cars to market  would require automakers to submit safety assessment reports to regulators  but would not require pre market approval of advanced vehicle technologies  the house of representatives will take up the bill when it reconvenes in september  while senators plan to introduce a separate similar measure   our aim was to develop a regulatory structure that allows for industry to safely innovate with significant government oversight   said representative greg walden  who chairs the house energy and commerce committee  initially  authors proposed to allow automakers and others to sell up to   vehicles immediately  representative frank pallone said the phase in period was essential so  millions of exempted cars will not hit our roads all at once   manufacturers must demonstrate self driving cars winning exemptions are at least as safe as existing vehicles  under the house proposal  states could still set rules on registration  licensing  liability  insurance and safety inspections  but could not set self driving car performance standards  automakers praised committee passage  while consumer watchdog privacy director john simpson said preempting state laws  leaves us at the mercy of manufacturers as they use our public highways as their private laboratories   general motors co  gm n   alphabet inc  googl o   tesla inc  tsla o   volkswagen ag  vowgp de  and others have been lobbying for legislation to speed deployment of self driving cars  consumer advocates want more changes  including giving the national highway traffic safety administration quicker access to crash data and more funding to oversee self driving cars  the issue has taken on new urgency since u s  road deaths rose   percent in   the highest annual jump since   automakers say that without changes in regulations  u s  self driving car testing could move to europe and elsewhere  
trump administration may seek nafta currency provision   mnuchin,washington  reuters    u s  treasury secretary steven mnuchin said on thursday the trump administration may seek a provision to deter currency manipulation in the north american free trade agreement as part of its planning for future free trade deals  mnuchin  testifying before the house financial services committee  said that currency manipulation by u s  trading partners needs to be met with an impact   and not just talk   he said that a proposal from the peterson institute for international economics for the treasury to engage in countervailing currency interventions   essentially buying the currency of a country that is deliberately trying to suppress it    could be one of many such possibilities  but mnuchin added that the scale of such operations could be prohibitively large    ,politicsNews,1,trump administration may seek nafta currency provision   mnuchin washington  reuters    u s  treasury secretary steven mnuchin said on thursday the trump administration may seek a provision to deter currency manipulation in the north american free trade agreement as part of its planning for future free trade deals  mnuchin  testifying before the house financial services committee  said that currency manipulation by u s  trading partners needs to be met with an impact   and not just talk   he said that a proposal from the peterson institute for international economics for the treasury to engage in countervailing currency interventions   essentially buying the currency of a country that is deliberately trying to suppress it    could be one of many such possibilities  but mnuchin added that the scale of such operations could be prohibitively large    
cftc commissioner nominees pledge to complete position limit rules,washington  reuters    three of president donald trump s nominees to serve as commissioners on wall street s top derivatives regulatory agency on thursday pledged to work to complete rules that would restrict trading by market speculators who bet on the rise and fall of prices  the nominees to the commodity futures trading commission  republicans dawn stump and brian quintenz  and democrat rostin  russ  behnam  told the senate agriculture committee during their confirmation hearing that they are committed to working to craft a final  position limits  rule that would limit speculators without harming farmers  ranchers and others who rely on futures markets to hedge their business risks   i look forward to helping    finalize this rule   said stump  adding that she will work to ensure that the strategies agricultural businesses use to hedge  are not prevented in the future due to unworkable bonifide hedging restrictions   bonham said   the relevant question is not whether or not position limits should be completed  but how they should be completed    the cftc won broad new powers under the  dodd frank wall street reform to police the massive over the counter derivatives markets   the agency has largely implemented the bulk of the rules  which required many kinds of derivatives to be cleared centrally to reduce the risk of default and traded on platforms with greater price transparency  the cftc is primarily focused on reviewing more carefully how the rules are working and whether certain rules should be tweaked to reduce burdens   acting cftc chairman chris giancarlo  who is awaiting senate confirmation as permanent chairman  earlier this year launched a review that aims to streamline and simplify existing regulations   however  there are still a number of outstanding rules that need to be completed  with the position limits rule one of the most notable  although there has generally been considerable tension between democrats and republicans over trump s nominees to various positions since january  there was no such divisiveness on display thursday  both senate agriculture chairman pat roberts and ranking member debbie stabenow signaled they intend to support the nominations of all three  ,politicsNews,1,cftc commissioner nominees pledge to complete position limit rules washington  reuters    three of president donald trump s nominees to serve as commissioners on wall street s top derivatives regulatory agency on thursday pledged to work to complete rules that would restrict trading by market speculators who bet on the rise and fall of prices  the nominees to the commodity futures trading commission  republicans dawn stump and brian quintenz  and democrat rostin  russ  behnam  told the senate agriculture committee during their confirmation hearing that they are committed to working to craft a final  position limits  rule that would limit speculators without harming farmers  ranchers and others who rely on futures markets to hedge their business risks   i look forward to helping    finalize this rule   said stump  adding that she will work to ensure that the strategies agricultural businesses use to hedge  are not prevented in the future due to unworkable bonifide hedging restrictions   bonham said   the relevant question is not whether or not position limits should be completed  but how they should be completed    the cftc won broad new powers under the  dodd frank wall street reform to police the massive over the counter derivatives markets   the agency has largely implemented the bulk of the rules  which required many kinds of derivatives to be cleared centrally to reduce the risk of default and traded on platforms with greater price transparency  the cftc is primarily focused on reviewing more carefully how the rules are working and whether certain rules should be tweaked to reduce burdens   acting cftc chairman chris giancarlo  who is awaiting senate confirmation as permanent chairman  earlier this year launched a review that aims to streamline and simplify existing regulations   however  there are still a number of outstanding rules that need to be completed  with the position limits rule one of the most notable  although there has generally been considerable tension between democrats and republicans over trump s nominees to various positions since january  there was no such divisiveness on display thursday  both senate agriculture chairman pat roberts and ranking member debbie stabenow signaled they intend to support the nominations of all three  
california deputy attorney general charged with child porn, reuters    a california deputy attorney general has been charged with possessing child pornography at his san diego county home following a months long investigation  according to court records and local media   raymond liddy    was arrested at his home in the resort city of coronado  california  on tuesday and accused of owning images that appeared to depict minors under age  engaging in sexual acts  court records showed   the san diego union tribune  which first reported the case  said liddy pleaded not guilty on wednesday in federal court for the southern district of california  and that he was placed on administrative leave by the attorney general s office  an attorney for liddy and a representative of the attorney general s office did not immediately respond to requests for comment on thursday  court records showed judge jan adler released liddy on a    bond and sentenced him to house arrest  the investigation began in january after the national center for missing and exploited children received tips from an unnamed electronic service provider that a user had allegedly uploaded images of child pornography  court documents said   helped by the san diego internet crimes against children multi agency task force and the federal bureau of investigation  officials said they identified liddy as the suspect in june  the deputy attorney general  who portrayed himself online as a  year old married man with children  told investigators who visited him in july that he would talk about  sexual fantasies  with individuals on the internet  and that he often saved sexual images  according to court records  he told investigators he deleted those images afterward  but may also have forwarded some  court records showed  numerous images depicting minors engaged in sexual acts were found on a computer and a thumb drive at his home  the records showed  liddy is due back in court for a preliminary hearing aug   ,politicsNews,1,california deputy attorney general charged with child porn  reuters    a california deputy attorney general has been charged with possessing child pornography at his san diego county home following a months long investigation  according to court records and local media   raymond liddy    was arrested at his home in the resort city of coronado  california  on tuesday and accused of owning images that appeared to depict minors under age  engaging in sexual acts  court records showed   the san diego union tribune  which first reported the case  said liddy pleaded not guilty on wednesday in federal court for the southern district of california  and that he was placed on administrative leave by the attorney general s office  an attorney for liddy and a representative of the attorney general s office did not immediately respond to requests for comment on thursday  court records showed judge jan adler released liddy on a    bond and sentenced him to house arrest  the investigation began in january after the national center for missing and exploited children received tips from an unnamed electronic service provider that a user had allegedly uploaded images of child pornography  court documents said   helped by the san diego internet crimes against children multi agency task force and the federal bureau of investigation  officials said they identified liddy as the suspect in june  the deputy attorney general  who portrayed himself online as a  year old married man with children  told investigators who visited him in july that he would talk about  sexual fantasies  with individuals on the internet  and that he often saved sexual images  according to court records  he told investigators he deleted those images afterward  but may also have forwarded some  court records showed  numerous images depicting minors engaged in sexual acts were found on a computer and a thumb drive at his home  the records showed  liddy is due back in court for a preliminary hearing aug   
